menu-item-name,"Six Pack of Soda*","Six Pack of Soda","six pack of soda","Six Pack of Sodas","six pack of sodas"
menu-item-name,"Mexican Sprite*","Mexican Sprite","mexican sprite","Mexican Sprites","mexican sprites"
menu-item-name,"Honest Tea *","Honest Tea ","honest tea ","Honest Tea s","honest tea s","Honest Tea","honest tea","Honest Teas","honest teas"
menu-item-name,"French Fries*","French Fries","french fries","French Frie","french frie"
menu-item-name,"Buffalo Wings*","Buffalo Wings","buffalo wings","Buffalo Wing","buffalo wing"
menu-item-name,"Appetizer Combo with Fries*","Appetizer Combo with Fries","appetizer combo with fries","Appetizer Combo with Frie","appetizer combo with frie"
menu-item-name,"Garlic Bread with Cheese*","Garlic Bread with Cheese","garlic bread with cheese","Garlic Bread with Cheeses","garlic bread with cheeses"
menu-item-name,"Garlic Fries*","Garlic Fries","garlic fries","Garlic Frie","garlic frie"
menu-item-name,"Poppers*","Poppers","poppers","Popper","popper"
menu-item-name,"Chicken Strips and Fries*","Chicken Strips and Fries","chicken strips and fries","Chicken Strips and Frie","chicken strips and frie"
menu-item-name,"Fish and Chips*","Fish and Chips","fish and chips","Fish and Chip","fish and chip"
menu-item-name,"Green Salad*","Green Salad","green salad","Green Salads","green salads"
menu-item-name,"Greek Salad*","Greek Salad","greek salad","Greek Salads","greek salads"
menu-item-name,"Chef Salad*","Chef Salad","chef salad","Chef Salads","chef salads"
menu-item-name,"Caesar Salad*","Caesar Salad","caesar salad","Caesar Salads","caesar salads"
menu-item-name,"Chicken Pesto Sandwich*","Chicken Pesto Sandwich","chicken pesto sandwich","Chicken Pesto Sandwichs","chicken pesto sandwichs"
menu-item-name,"Chicken Parmigiana Sandwich*","Chicken Parmigiana Sandwich","chicken parmigiana sandwich","Chicken Parmigiana Sandwichs","chicken parmigiana sandwichs"
menu-item-name,"Philly Cheese Steak Sandwich*","Philly Cheese Steak Sandwich","philly cheese steak sandwich","Philly Cheese Steak Sandwichs","philly cheese steak sandwichs"
menu-item-name,"No Hangover Philly Cheese Steak Sandwich*","No Hangover Philly Cheese Steak Sandwich","no hangover philly cheese steak sandwich","No Hangover Philly Cheese Steak Sandwichs","no hangover philly cheese steak sandwichs"
menu-item-name,"Meatball Sandwich*","Meatball Sandwich","meatball sandwich","Meatball Sandwichs","meatball sandwichs"
menu-item-name,"Chicken Sandwich*","Chicken Sandwich","chicken sandwich","Chicken Sandwichs","chicken sandwichs"
menu-item-name,"Fish Sandwich*","Fish Sandwich","fish sandwich","Fish Sandwichs","fish sandwichs"
menu-item-name,"Hamburger*","Hamburger","hamburger","Hamburgers","hamburgers"
menu-item-name,"Double Cheeseburger*","Double Cheeseburger","double cheeseburger","Double Cheeseburgers","double cheeseburgers"
menu-item-name,"Cheeseburger*","Cheeseburger","cheeseburger","Cheeseburgers","cheeseburgers"
menu-item-name,"Cheese Pizza Slice*","Cheese Pizza Slice","cheese pizza slice","Cheese Pizza Slices","cheese pizza slices"
menu-item-name,"Pepperoni and Sausage Pizza Slice*","Pepperoni and Sausage Pizza Slice","pepperoni and sausage pizza slice","Pepperoni and Sausage Pizza Slices","pepperoni and sausage pizza slices"
menu-item-name,"Hawaiian Pizza Slice*","Hawaiian Pizza Slice","hawaiian pizza slice","Hawaiian Pizza Slices","hawaiian pizza slices"
menu-item-name,"Pepperoni and Mushrooms Pizza Slice*","Pepperoni and Mushrooms Pizza Slice","pepperoni and mushrooms pizza slice","Pepperoni and Mushrooms Pizza Slices","pepperoni and mushrooms pizza slices"
menu-item-name,"Pepperoni Pizza Slice*","Pepperoni Pizza Slice","pepperoni pizza slice","Pepperoni Pizza Slices","pepperoni pizza slices"
menu-item-name,"Combo Pizza Slice*","Combo Pizza Slice","combo pizza slice","Combo Pizza Slices","combo pizza slices"
menu-item-name,"Veggie Pizza Slice*","Veggie Pizza Slice","veggie pizza slice","Veggie Pizza Slices","veggie pizza slices"
menu-item-name,"Medium Plain Cheese & Sauce Pizza*","Medium Plain Cheese & Sauce Pizza","medium plain cheese & sauce pizza","Medium Plain Cheese & Sauce Pizzas","medium plain cheese & sauce pizzas","Medium Plain Cheese","medium plain cheese","Medium Plain Cheeses","medium plain cheeses"
menu-item-name,"Large Plain Cheese & Sauce Pizza*","Large Plain Cheese & Sauce Pizza","large plain cheese & sauce pizza","Large Plain Cheese & Sauce Pizzas","large plain cheese & sauce pizzas","Large Plain Cheese","large plain cheese","Large Plain Cheeses","large plain cheeses"
menu-item-name,"Wagon Wheel Plain Cheese & Sauce Pizza*","Wagon Wheel Plain Cheese & Sauce Pizza","wagon wheel plain cheese & sauce pizza","Wagon Wheel Plain Cheese & Sauce Pizzas","wagon wheel plain cheese & sauce pizzas","Wagon Wheel Plain Cheese","wagon wheel plain cheese","Wagon Wheel Plain Cheeses","wagon wheel plain cheeses"
menu-item-name,"Medium Irving Special Pizza*","Medium Irving Special Pizza","medium irving special pizza","Medium Irving Special Pizzas","medium irving special pizzas"
menu-item-name,"Medium Vegetarian Special Pizza*","Medium Vegetarian Special Pizza","medium vegetarian special pizza","Medium Vegetarian Special Pizzas","medium vegetarian special pizzas"
menu-item-name,"Medium Super Combo Pizza*","Medium Super Combo Pizza","medium super combo pizza","Medium Super Combo Pizzas","medium super combo pizzas"
menu-item-name,"Medium California Special Pizza*","Medium California Special Pizza","medium california special pizza","Medium California Special Pizzas","medium california special pizzas"
menu-item-name,"Medium BBQ Chicken Pizza*","Medium BBQ Chicken Pizza","medium bbq chicken pizza","Medium BBQ Chicken Pizzas","medium bbq chicken pizzas"
menu-item-name,"Medium Irish Special Pizza*","Medium Irish Special Pizza","medium irish special pizza","Medium Irish Special Pizzas","medium irish special pizzas"
menu-item-name,"Medium No Hangover Pizza*","Medium No Hangover Pizza","medium no hangover pizza","Medium No Hangover Pizzas","medium no hangover pizzas"
menu-item-name,"Medium Tipsy Suzy Pizza*","Medium Tipsy Suzy Pizza","medium tipsy suzy pizza","Medium Tipsy Suzy Pizzas","medium tipsy suzy pizzas"
menu-item-name,"Medium San Francisco Special Pizza*","Medium San Francisco Special Pizza","medium san francisco special pizza","Medium San Francisco Special Pizzas","medium san francisco special pizzas"
menu-item-name,"Medium Green Special Pizza*","Medium Green Special Pizza","medium green special pizza","Medium Green Special Pizzas","medium green special pizzas"
menu-item-name,"Medium Hawaiian Special Pizza*","Medium Hawaiian Special Pizza","medium hawaiian special pizza","Medium Hawaiian Special Pizzas","medium hawaiian special pizzas"
menu-item-name,"Medium Chicken Special Pizza*","Medium Chicken Special Pizza","medium chicken special pizza","Medium Chicken Special Pizzas","medium chicken special pizzas"
menu-item-name,"Medium Tijuana Special Pizza*","Medium Tijuana Special Pizza","medium tijuana special pizza","Medium Tijuana Special Pizzas","medium tijuana special pizzas"
menu-item-name,"Medium Ranch Sauce Pizza*","Medium Ranch Sauce Pizza","medium ranch sauce pizza","Medium Ranch Sauce Pizzas","medium ranch sauce pizzas"
menu-item-name,"Medium Margarita Pizza*","Medium Margarita Pizza","medium margarita pizza","Medium Margarita Pizzas","medium margarita pizzas"
