menu-item-name,"Fall Game Day Special: California Roll*","Fall Game Day Special: California Roll","fall game day special: california roll","Fall Game Day Special: California Rolls","fall game day special: california rolls"
menu-item-name,"Fall Game Day Special: Potstickers*","Fall Game Day Special: Potstickers","fall game day special: potstickers","Fall Game Day Special: Potsticker","fall game day special: potsticker"
menu-item-name,"Fall Game Day Special: Chicken Wings*","Fall Game Day Special: Chicken Wings","fall game day special: chicken wings","Fall Game Day Special: Chicken Wing","fall game day special: chicken wing"
menu-item-name,"Can Soda*","Can Soda","can soda","Can Sodas","can sodas"
menu-item-name,"Fresh Made Lemonade*","Fresh Made Lemonade","fresh made lemonade","Fresh Made Lemonades","fresh made lemonades"
menu-item-name,"Thai Tea*","Thai Tea","thai tea","Thai Teas","thai teas"
menu-item-name,"3. New York Roll*","3. New York Roll","3. new york roll","3. New York Rolls","3. new york rolls","New York Roll","new york roll","New York Rolls","new york rolls"
menu-item-name,"5. Philadelphia Roll*","5. Philadelphia Roll","5. philadelphia roll","5. Philadelphia Rolls","5. philadelphia rolls","Philadelphia Roll","philadelphia roll","Philadelphia Rolls","philadelphia rolls"
menu-item-name,"8. Dynamite Roll*","8. Dynamite Roll","8. dynamite roll","8. Dynamite Rolls","8. dynamite rolls","Dynamite Roll","dynamite roll","Dynamite Rolls","dynamite rolls"
menu-item-name,"10 Seafood Roll*","10 Seafood Roll","10 seafood roll","10 Seafood Rolls","10 seafood rolls"
menu-item-name,"12. Hand Roll*","12. Hand Roll","12. hand roll","12. Hand Rolls","12. hand rolls","Hand Roll","hand roll","Hand Rolls","hand rolls"
menu-item-name,"14. Tekka Roll*","14. Tekka Roll","14. tekka roll","14. Tekka Rolls","14. tekka rolls","Tekka Roll","tekka roll","Tekka Rolls","tekka rolls"
menu-item-name,"14. Sake Roll*","14. Sake Roll","14. sake roll","14. Sake Rolls","14. sake rolls","Sake Roll","sake roll","Sake Rolls","sake rolls"
menu-item-name,"14. Salmon Skin Roll*","14. Salmon Skin Roll","14. salmon skin roll","14. Salmon Skin Rolls","14. salmon skin rolls","Salmon Skin Roll","salmon skin roll","Salmon Skin Rolls","salmon skin rolls"
menu-item-name,"15. Avocado Roll*","15. Avocado Roll","15. avocado roll","15. Avocado Rolls","15. avocado rolls","Avocado Roll","avocado roll","Avocado Rolls","avocado rolls"
menu-item-name,"15. Tamago Roll*","15. Tamago Roll","15. tamago roll","15. Tamago Rolls","15. tamago rolls","Tamago Roll","tamago roll","Tamago Rolls","tamago rolls"
